101,2016,176,700,7.94,619,10.62,659,46.3,51.11,59.99,14.73,617,6.584,9.73,9.06,181.9,21.27,4.35,4.05,181.9,21.27,12.97
101,2016,176,800,10.62,700,12.61,749,51.11,54.7,58.17,11.57,716,5.174,7.77,6.443,188.3,33.51,3.475,2.88,188.3,33.51,13.1
101,2016,176,900,12.48,800,14.94,840,54.46,58.89,41.49,11.57,829,5.174,4.468,3.417,178.8,39.29,1.997,1.527,178.8,39.29,13.89
103,2016,176,900,7.94,619,14.94,840,46.3,58.89,41.49,14.73,617,6.584,7.32,6.295,183.5,30.38,3.274,2.814,183.5,30.38,13.89
101,2016,176,1000,11.92,934,15.74,924,53.45,60.32,45.66,14.99,958,6.702,6.447,5.094,253,37.11,2.882,2.277,253,37.11,13.84
101,2016,176,1100,10.89,1059,12.08,1000,51.59,53.75,45.6,23.59,1037,10.54,16.5,16.28,312.7,9.41,7.38,7.28,312.7,9.41,13.8
101,2016,176,1200,10.75,1129,12.23,1154,51.35,54.01,50.99,20.25,1114,9.05,8.94,7.12,320.9,36.56,3.996,3.182,320.9,36.56,13.72
103,2016,176,1200,10.75,1129,15.74,924,51.35,60.32,50.99,23.59,1037,10.54,10.63,8.7,305.2,34.46,4.751,3.891,305.2,34.46,13.72
101,2016,176,1300,10.16,1214,11.26,1201,50.28,52.27,50.26,18.06,1244,8.07,8.63,5.472,50.63,49.01,3.859,2.446,50.63,49.01,13.77
101,2016,176,1400,10.23,1340,11.44,1400,50.42,52.59,53.98,11.18,1301,4.997,3.907,3.423,12.2,28.5,1.747,1.53,12.2,28.5,14.36
101,2016,176,1500,9.79,1453,12.54,1404,49.63,54.58,56.99,17.62,1422,7.88,9.02,8.29,320.6,23,4.032,3.707,320.6,23,13.89
